0.21	10.0
0.42	10.0
0.63	10.0
0.84	10.0
1.05	10.0
1.26	10.0
1.47	10.0
1.68	10.0
1.89	10.0
2.1	10.0
2.31	10.0
2.52	10.0
2.73	10.0
2.94	10.0
3.15	10.0
3.36	10.0
3.57	10.0
3.78	10.0
3.99	10.0
4.2	10.0
4.41	10.0
4.62	10.0
4.83	10.0
5.04	10.0
5.25	10.0
5.46	10.0
5.67	10.0
5.88	10.0
6.09	10.0
6.3	10.0
6.51	10.0
6.72	10.0
6.93	10.0
7.14	10.0
7.35	10.0
7.56	10.0
7.77	10.0
7.98	10.0
8.19	10.0
8.4	10.0
8.61	10.0
8.82	10.0
9.03	10.0
9.24	10.0
9.45	10.0
9.66	10.0
9.87	10.0
10.08	10.0
10.29	10.0
10.5	10.0
10.71	10.0
10.92	10.0
11.13	10.0
11.34	10.0
11.55	10.0
11.76	10.0
11.97	10.0
12.18	10.0
12.39	10.0
12.6	10.0
12.81	10.0
13.02	10.0
13.23	10.0
13.44	10.0
13.65	10.0
13.86	10.0
14.07	10.0
14.28	10.0
14.49	10.0
14.7	10.0
14.91	10.0
15.12	10.0
15.33	10.0
15.54	10.0
15.75	10.0
15.96	10.0
16.17	10.0
16.38	10.0
16.59	10.0
16.8	10.0
17.01	10.0
17.22	10.0
17.43	10.0
17.64	10.0
17.85	10.0
18.06	10.0
18.27	10.0
18.48	10.0
18.69	10.0
18.9	10.0
19.11	10.0
19.32	10.0
19.53	10.0
19.74	10.0
19.95	10.0
20.16	10.0
20.37	10.0
20.58	10.0
20.79	10.0
21.0	10.0
21.21	10.0
21.42	10.0
21.63	10.0
21.84	10.0
22.05	10.0
22.26	10.0
22.47	10.0
22.68	10.0
22.89	10.0
23.1	10.0
23.31	10.0
23.52	10.0
23.73	10.0
23.94	10.0
24.15	10.0
24.36	10.0
24.57	10.0
24.78	10.0
24.99	10.0
25.2	10.0
25.41	10.0
25.62	10.0
25.83	10.0
26.04	10.0
26.25	10.0
26.46	10.0
26.67	10.0
26.88	10.0
27.09	10.0
27.3	10.0
27.51	10.0
27.72	10.0
27.93	10.0
28.14	10.0
28.35	10.0
28.56	10.0
28.77	10.0
28.98	10.0
29.19	10.0
29.4	10.0
29.61	10.0
29.82	10.0
30.03	10.0
30.24	10.0
30.45	10.0
30.66	10.0
30.87	10.0
31.08	10.0
31.29	10.0
31.5	10.0
31.71	10.0
31.92	10.0
32.13	10.0
32.34	10.0
32.55	10.0
32.76	10.0
32.97	10.0
33.18	10.0
33.39	10.0
33.6	10.0
33.81	10.0
34.02	10.0
34.23	10.0
34.44	10.0
34.65	10.0
34.86	10.0
35.07	10.0
35.28	10.0
35.49	10.0
35.7	10.0
35.91	10.0
36.12	10.0
36.33	10.0
36.54	10.0
36.75	10.0
36.96	10.0
37.17	10.0
37.38	10.0
37.59	10.0
37.8	10.0
38.01	10.0
38.22	10.0
38.43	10.0
38.64	10.0
38.85	10.0
39.06	10.0
39.27	10.0
39.48	10.0
39.69	10.0
39.9	10.0
40.11	10.0
40.32	10.0
40.53	10.0
40.74	10.0
40.95	10.0
41.16	10.0
41.37	10.0
41.58	10.0
41.79	10.0
42.0	10.0
42.21	10.0
42.42	10.0
42.63	10.0
42.84	10.0
43.05	10.0
43.26	10.0
43.47	10.0
43.68	10.0
43.89	10.0
44.1	10.0
44.31	10.0
44.52	10.0
44.73	10.0
44.94	10.0
45.15	10.0
45.36	10.0
45.57	10.0
45.78	10.0
45.99	10.0
46.2	10.0
46.41	10.0
46.62	10.0
46.83	10.0
47.04	10.0
47.25	10.0
47.46	10.0
47.67	10.0
47.88	10.0
48.09	10.0
48.3	10.0
48.51	10.0
48.72	10.0
48.93	10.0
49.14	10.0
49.35	10.0
49.56	10.0
49.77	10.0
49.98	10.0
50.19	10.0
50.4	10.0
50.61	10.0
50.82	10.0
51.03	10.0
51.24	10.0
51.45	10.0
51.66	10.0
51.87	10.0
52.08	10.0
52.29	10.0
52.5	10.0
52.71	10.0
52.92	10.0
53.13	10.0
53.34	10.0
53.55	10.0
53.76	10.0
53.97	10.0
54.18	10.0
54.39	10.0
54.6	10.0
54.81	10.0
55.02	10.0
55.23	10.0
55.44	10.0
55.65	10.0
55.86	10.0
56.07	10.0
56.28	10.0
56.49	10.0
56.7	10.0
56.91	10.0
57.12	10.0
57.33	10.0
57.54	10.0
57.75	10.0
57.96	10.0
58.17	10.0
58.38	10.0
58.59	10.0
58.8	10.0
59.01	10.0
59.22	10.0
59.43	10.0
59.64	10.0
59.85	10.0
60.06	10.0
60.27	10.0
60.48	10.0
60.69	10.0
60.9	10.0
61.11	10.0
61.32	10.0
61.53	10.0
61.74	10.0
61.95	10.0
62.16	10.0
62.37	10.0
62.58	10.0
62.79	10.0
63.0	10.0
63.21	10.0
63.42	10.0
63.63	10.0
63.84	10.0
64.05	10.0
64.26	10.0
64.47	10.0
64.68	10.0
64.89	10.0
65.1	10.0
65.31	10.0
65.52	10.0
65.73	10.0
65.94	10.0
66.15	10.0
66.36	10.0
66.57	10.0
66.78	10.0
66.99	10.0
67.2	10.0
67.41	10.0
67.62	10.0
67.83	10.0
68.04	10.0
68.25	10.0
68.46	10.0
68.67	10.0
68.88	10.0
69.09	10.0
69.3	10.0
69.51	10.0
69.72	10.0
69.93	10.0
70.14	10.0
70.35	10.0
70.56	10.0
70.77	10.0
70.98	10.0
71.19	10.0
71.4	10.0
71.61	10.0
71.82	10.0
72.03	10.0
72.24	10.0
72.45	10.0
72.66	10.0
72.87	10.0
73.08	10.0
73.29	10.0
73.5	10.0
73.71	10.0
73.92	10.0
74.13	10.0
74.34	10.0
74.55	10.0
74.76	10.0
74.97	10.0
75.18	10.0
75.39	10.0
75.6	10.0
75.81	10.0
76.02	10.0
76.23	10.0
76.44	10.0
76.65	10.0
76.86	10.0
77.07	10.0
77.28	10.0
77.49	10.0
77.7	10.0
77.91	10.0
78.12	10.0
78.33	10.0
78.54	10.0
78.75	10.0
78.96	10.0
79.17	10.0
79.38	10.0
79.59	10.0
79.8	10.0
